#NGC 4527
#Name	logP	m
C1-V2	1.318	26.28	
C1-V4	1.312	25.96	
C1-V5	1.405	25.61	
C1-V7	1.712	25.07	
C1-V8	1.310	26.03	
C1-V10	1.653	25.04	
C1-V11	1.525	26.78	
C2-V1	1.590	25.34	
C2-V2	1.444	25.88	
C3-V2	1.593	25.42	
C3-V7	1.763	24.91	
C3-V8	1.749	25.18	
C3-V9	1.686	24.72	
C3-V14	1.377	26.03	
C3-V16	1.377	25.83	
C4-V3	1.430	25.63	
C4-V15	1.346	25.86	
C4-V16	1.511	25.50	
C4-V18	1.465	25.98	
C4-V21	1.430	25.65	
C4-V22	1.610	24.88	
C4-V26	1.346	26.26	
