#NGC 5253
#Name	logP	m
C1-V2	0.497	25.25	
C2-V1	0.431	26.01	
C2-V3	0.951	24.22	
C3-V1	0.899	24.39	
C3-V2	1.066	23.61	
C3-V3	0.746	24.45	
C3-V4	1.099	23.65	
C3-V5	0.983	23.86	
C3-V6	0.786	24.80	
C4-V1	0.641	24.68	
C4-V2	1.137	23.54	
C4-V3	1.207	23.08	
