#NGC 4639
#Name	logP	m
C1-V1	1.473	27.03	
C1-V2	1.336	26.78	
C1-V5	1.505	26.14	
C2-V1	1.613	25.79	
C2-V3	1.681	25.24	
C2-V4	1.415	26.67	
C2-V6	1.477	26.18	
C2-V7	1.322	26.96	
C3-V1	1.538	26.72	
C3-V6	1.531	25.87	
C3-V7	1.505	26.26	
C3-V8	1.322	26.28	
C3-V10	1.602	25.65	
C3-V11	1.763	26.39	
C4-V1	1.716	26.01	
