#NGC 3982
#Name	logP	m
C1-V1	1.468	26.60	
C1-V2	1.386	26.72	
C1-V4	1.633	26.86	
C1-V5	1.328	27.08	
C2-V1	1.687	26.22	
C2-V2	1.449	26.35	
C2-V3	1.607	26.01	
C2-V5	1.572	26.71	
C2-V6	1.400	26.77	
C2-V10	1.439	26.89	
C3-V1	1.613	24.85	
C3-V3	1.330	26.94	
C4-V1	1.484	26.95	
C4-V2	1.535	26.61	
C4-V3	1.320	26.86	
C4-V4	1.402	25.57	
C4-V6	1.525	25.72	
